Laptop Name,Link
"Apple MacBook Air 13 (2020)
Processor
Intel Core i5-1030NG7
Internal memory
8GB RAM
Video card
Intel Iris Plus Graphics G7
Display
13.3”, WQXGA (2560 x 1600), IPS
Solid-state drive
512GB SSD
₹122990-19%
₹9999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-air-13-2020-5/
"MSI GF65 Thin
Processor
Intel Core i7-10750H
Internal memory
16GB RAM
Video card
NVIDIA GeForce RTX 2060 (Laptop)
Display
15.6”, Full HD (1920 x 1080), 144 Hz, IPS
Solid-state drive
512GB SSD
₹102990-13%
₹8999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/msi-gf65-thin-10ser-1049fr/
"Dell Inspiron 3511
Processor
Intel Core i5-1135G7
Internal memory
16GB RAM
Video card
NVIDIA GeForce MX350
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹88400-23%
₹6886600
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-3511-665/
"HP ENVY X360 13
Processor
AMD Ryzen 5 4500U
Internal memory
16GB RAM
Video card
AMD Radeon RX Vega 6 (R4000/5000, 15W)
Display
13.3”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹91000-2%
₹8999900
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/hp-envy-x360-13-67/
"HP 14
Processor
AMD Ryzen 7 5700U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 8 (R4000/5000, 15W)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹73625-18%
₹6099000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/hp-14-3588/
"Lenovo Legion 5 15
Processor
AMD Ryzen 5 5600H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 (Laptop)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹107690-31%
₹7439800
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-legion-5-15-449/
"Lenovo Yoga Slim 7i 14
Processor
Intel Core i5-1135G7
Internal memory
16GB RAM
Video card
Intel Iris Xe Graphics G7 (80EU)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹92000-14%
₹7999900
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-yoga-slim-7i-14-5/
"Apple MacBook Pro 16
Processor
Intel Core i9-9880H
Internal memory
16GB RAM
Video card
AMD Radeon Pro 5500M (4GB GDDR6)
Display
16.0″, (3072 x 1920), IPS
Solid-state drive
1000GB SSD
₹239900-7%
₹22499000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-pro-16-2019-87/
"Apple MacBook Pro 13 (2020)
Processor
Intel Core i5-1038NG7
Internal memory
16GB RAM
Video card
Intel Iris Plus Graphics G7
Display
13.3”, WQXGA (2560 x 1600), IPS
Solid-state drive
1000GB SSD
₹194900-6%
₹18399000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-pro-13-2020-9/
"Apple MacBook Pro 13
Processor
Apple M1
Internal memory
8GB RAM
Video card
Apple M1 GPU (8-core)
Display
13.3”, WQXGA (2560 x 1600), IPS
Solid-state drive
256GB SSD
₹122900-4%
₹11899000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/apple-macbook-pro-13-touch-bar-late-2020-3/
"Lenovo Yoga Slim 7i 14
Processor
Intel Core i5-1035G1
Internal memory
8GB RAM
Video card
NVIDIA GeForce MX350
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹113290-34%
₹7499000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-yoga-slim-7i-14-3/
"Lenovo Legion Y540 15
Processor
Intel Core i5-9300HF
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 (Laptop)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹78999-3%
₹7699900
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-legion-y540-15-697/
"Dell Inspiron 3511
Processor
Intel Core i3-1115G4
Internal memory
8GB RAM
Video card
Intel UHD Graphics Xe G4 (48EU)
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
256GB SSD
₹56776-24%
₹4349000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-3511-668/
"Dell Inspiron 5410 2-in-1
Processor
Intel Core i5-1155G7
Internal memory
16GB RAM
Video card
NVIDIA GeForce MX350
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹109283-26%
₹8170000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/dell-inspiron-5410-2-in-1-174/
"Acer Aspire 5
Processor
Intel Core i5-1135G7
Internal memory
4GB RAM
Video card
NVIDIA GeForce MX350
Display
15.6”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹6090000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/acer-aspire-5-549/
"ASUS ROG STRIX G15 G512
Processor
Intel Core i7-10750H
Internal memory
16GB RAM
Video card
NVIDIA GeForce GTX 1650 Ti (Laptop)
Display
15.6”, Full HD (1920 x 1080), 144 Hz, IPS
Solid-state drive
512GB SSD
₹116990-24%
₹8899000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/asus-rog-strix-g15-g512-216/
"ASUS VivoBook F571
Processor
Intel Core i7-10750H
Internal memory
8GB RAM
Video card
NVIDIA GeForce GTX 1650 Ti (Laptop)
Display
15.6”, Full HD (1920 x 1080), 120 Hz, TN
Hard drive
1000GB HDD
Solid-state drive
256GB SSD
₹99990-13%
₹8739000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/asus-vivobook-f571-2/
"Microsoft Surface Pro X
Processor
Microsoft SQ1
Internal memory
8GB RAM
Video card
Qualcomm Adreno 685
Display
13.0"" , PixelSense (2880 x 1920), IPS
Solid-state drive
128GB SSD
₹104435-14%
₹8999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/microsoft-surface-pro-x-11/
"MSI GS65 Stealth Thin
Processor
Intel Core i7-8750H
Internal memory
16GB RAM
Video card
NVIDIA GeForce GTX 1060 (6GB GDDR5)
Display
15.6”, Full HD (1920 x 1080), 144 Hz, TN
Solid-state drive
512GB SSD
₹169990-12%
₹14999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/msi-gs65-stealth-thin-19/
"Lenovo Yoga 6 13
Processor
AMD Ryzen 7 4700U
Internal memory
16GB RAM
Video card
AMD Radeon RX Vega 7 (R4000/5000, 15W)
Display
13.3”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹7999000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/lenovo-yoga-6-13-21/
"HP Pavilion 14
Processor
AMD Ryzen 5 5500U
Internal memory
8GB RAM
Video card
AMD Radeon RX Vega 7 (R4000/5000, 15W)
Display
14.0”, Full HD (1920 x 1080), IPS
Solid-state drive
512GB SSD
₹67931-24%
₹5200000
Buy Now
Amazon.in",https://laptopmedia.com/de/laptop-specs/hp-pavilion-14-86/
